customer_id,transaction_amount,transaction_date
ACC357,46,2017-04-21 04:56:54
ACC223,76,2017-02-27 09:54:40
ACC335,68,2017-02-12 00:24:27
ACC101,85,2017-03-29 19:57:49
ACC359,75,2017-02-06 01:55:35
ACC172,4,2017-01-19 10:03:39
ACC328,41,2017-04-23 16:31:11
ACC382,63,2017-04-11 08:13:55
ACC326,23,2017-05-23 15:55:26
ACC291,71,2017-01-23 09:25:34
ACC429,87,2017-03-09 06:17:19
ACC464,42,2017-02-25 04:15:03
ACC148,65,2017-03-03 09:21:52
ACC482,70,2017-03-29 07:31:43
ACC241,46,2017-03-01 03:17:15
ACC368,27,2017-02-04 16:42:11
ACC266,36,2017-01-03 19:25:35
ACC243,93,2017-01-16 16:39:46
ACC313,94,2017-05-24 07:00:46
ACC173,84,2017-02-17 06:27:12
ACC405,88,2017-05-19 12:28:30
ACC483,94,2017-03-08 17:44:31
ACC274,47,2017-02-11 16:41:35
ACC355,96,2017-01-24 12:13:11
ACC292,12,2017-05-21 23:52:06
ACC382,40,2017-01-25 06:09:34
ACC164,52,2017-04-29 04:01:09
ACC220,11,2017-05-29 21:18:11
ACC428,78,2017-04-01 18:43:02
ACC297,98,2017-01-14 07:13:00
ACC299,69,2017-01-05 12:12:48
ACC216,16,2017-01-24 15:41:17
ACC215,17,2017-05-11 13:27:22
ACC350,36,2017-05-22 02:08:40
ACC255,83,2017-01-25 19:05:10
ACC280,7,2017-01-05 14:56:21
ACC110,70,2017-01-20 18:52:11
ACC331,6,2017-04-11 00:01:07
ACC324,58,2017-02-09 05:22:23
ACC407,53,2017-04-05 15:32:52
ACC117,20,2017-05-31 22:50:03
ACC163,60,2017-02-09 12:05:11
ACC397,2,2017-01-01 18:29:03
ACC221,42,2017-04-25 14:16:33
ACC281,85,2017-02-14 14:02:44
ACC189,24,2017-02-23 17:49:09
ACC412,51,2017-05-13 03:10:40
ACC302,88,2017-04-02 14:41:48
ACC301,51,2017-04-17 23:36:19
ACC455,91,2017-03-02 15:16:49
ACC327,57,2017-04-29 12:45:57
ACC472,89,2017-05-28 19:08:57
ACC494,47,2017-02-09 16:27:50
ACC289,86,2017-04-01 04:28:53
ACC464,41,2017-02-01 11:46:48
ACC172,15,2017-03-26 02:36:47
ACC454,49,2017-01-10 08:50:23
ACC340,21,2017-01-11 08:43:47
ACC106,78,2017-05-21 03:36:12
ACC227,90,2017-04-18 07:04:51
ACC184,82,2017-02-07 00:45:36
ACC305,98,2017-02-09 15:11:45
ACC396,18,2017-03-22 16:49:52
ACC464,69,2017-02-11 01:26:14
ACC252,13,2017-02-19 21:20:24
ACC388,56,2017-01-12 22:00:44
ACC305,71,2017-03-04 09:51:52
ACC111,72,2017-02-18 12:13:49
ACC311,41,2017-03-27 03:49:00
ACC137,38,2017-05-22 07:10:08
ACC351,71,2017-03-31 18:50:24
ACC441,57,2017-01-09 14:46:04
ACC468,44,2017-02-17 01:05:19
ACC356,67,2017-03-17 13:05:08
ACC448,88,2017-02-28 21:34:09
ACC124,59,2017-03-17 18:49:46
ACC269,68,2017-02-20 17:13:42
ACC214,60,2017-03-04 23:26:58
ACC136,52,2017-05-13 12:21:34
ACC228,19,2017-02-24 09:00:59
ACC378,74,2017-04-08 03:46:36
ACC124,35,2017-05-10 14:49:02
ACC457,66,2017-04-22 04:22:12
ACC183,67,2017-01-21 08:31:55
ACC378,1,2017-02-01 01:00:39
ACC158,10,2017-05-14 13:16:05
ACC460,20,2017-04-25 23:54:25
ACC201,27,2017-02-14 16:29:16
ACC355,77,2017-01-04 18:43:01
ACC448,89,2017-04-17 10:04:59
ACC363,25,2017-02-11 21:12:45
ACC495,65,2017-03-11 00:04:26
ACC458,14,2017-01-03 20:46:18
ACC385,53,2017-03-19 01:18:00
ACC300,33,2017-01-03 23:54:47
ACC152,13,2017-03-29 20:08:28
ACC238,19,2017-03-14 20:04:15
ACC354,11,2017-01-29 08:31:50
ACC211,41,2017-03-02 12:57:12
ACC355,92,2017-01-19 03:15:00
ACC405,50,2017-04-29 12:46:41
ACC134,46,2017-02-10 16:45:05
ACC100,36,2017-03-13 06:12:09
ACC412,6,2017-04-20 23:19:24
ACC333,78,2017-01-11 10:18:49
ACC121,18,2017-03-06 03:34:30
ACC275,95,2017-03-07 13:58:37
ACC375,57,2017-03-28 21:15:14
ACC250,53,2017-02-22 16:12:35
ACC422,31,2017-04-23 16:18:39
ACC314,44,2017-02-13 01:50:51
ACC324,52,2017-02-18 16:56:29
ACC300,6,2017-05-06 23:01:04
ACC487,94,2017-03-21 22:45:22
ACC345,16,2017-03-13 20:27:56
ACC219,91,2017-02-16 05:24:29
ACC333,74,2017-02-24 23:09:06
ACC341,17,2017-05-07 06:09:38
ACC400,29,2017-03-03 11:28:30
ACC222,33,2017-02-08 16:20:25
ACC461,63,2017-02-23 09:02:13
ACC415,42,2017-01-02 11:19:12
ACC124,76,2017-03-15 02:49:20
ACC376,55,2017-02-26 02:45:26
ACC252,77,2017-02-20 06:43:58
ACC387,2,2017-05-27 19:51:52
ACC308,33,2017-05-20 19:01:36
ACC254,60,2017-01-30 16:20:09
ACC249,88,2017-03-22 21:26:43
ACC269,74,2017-04-19 09:57:23
ACC282,32,2017-04-16 14:27:54
ACC213,29,2017-01-30 16:37:29
ACC239,35,2017-01-10 07:10:46
ACC199,56,2017-01-23 06:05:00
ACC483,15,2017-03-27 03:30:33
ACC262,49,2017-05-05 23:24:05
ACC281,58,2017-03-11 10:00:31
ACC309,39,2017-02-04 15:46:27
ACC329,41,2017-02-08 09:26:25
ACC290,49,2017-05-16 22:41:54
ACC120,89,2017-03-27 10:24:14
ACC326,18,2017-01-10 10:44:17
ACC392,78,2017-05-30 07:42:48
ACC131,49,2017-04-20 17:15:23
ACC240,99,2017-04-12 10:31:01
ACC217,38,2017-01-15 16:11:00
ACC234,26,2017-03-31 02:18:17
ACC453,17,2017-05-26 08:55:52
ACC318,47,2017-04-14 22:43:57
ACC456,83,2017-02-18 14:42:09
ACC316,97,2017-03-10 12:46:00
ACC494,66,2017-02-24 10:19:10
ACC216,12,2017-03-22 22:40:02
ACC400,9,2017-01-27 16:07:36
ACC113,63,2017-03-08 16:36:29
ACC245,84,2017-04-12 10:36:18
ACC466,54,2017-01-10 03:50:12
ACC133,43,2017-05-21 01:03:25
ACC378,45,2017-05-06 09:19:09
ACC335,8,2017-04-06 15:36:39
ACC392,1,2017-05-07 03:03:32
ACC338,91,2017-03-05 11:26:30
ACC474,87,2017-03-15 17:13:53
ACC179,9,2017-05-16 12:28:53
ACC194,79,2017-02-23 07:01:56
ACC193,46,2017-01-18 23:54:09
ACC148,40,2017-02-07 09:10:08
ACC147,96,2017-02-15 09:14:10
ACC471,86,2017-02-14 02:53:06
ACC390,67,2017-04-08 04:26:11
ACC466,30,2017-03-27 17:46:58
ACC267,78,2017-04-28 12:33:28
ACC342,23,2017-05-19 04:53:18
ACC464,56,2017-02-09 00:20:20
ACC480,8,2017-02-28 08:59:38
ACC187,94,2017-02-19 04:30:34
ACC466,75,2017-01-24 02:52:22
ACC267,19,2017-04-07 22:20:25
ACC436,50,2017-04-05 11:42:51
ACC296,77,2017-04-26 02:38:50
ACC299,1,2017-04-02 03:35:07
ACC439,16,2017-05-14 20:14:03
ACC366,89,2017-03-19 04:00:27
ACC251,61,2017-02-28 12:24:42
ACC207,50,2017-04-13 23:12:16
ACC306,41,2017-05-03 11:35:49
ACC290,24,2017-04-21 15:28:51
ACC455,30,2017-05-19 15:36:10
ACC371,92,2017-05-05 19:21:40
ACC258,78,2017-05-09 00:10:17
ACC265,54,2017-05-21 06:58:55
ACC181,45,2017-01-29 16:48:22
ACC309,22,2017-03-29 20:17:08
ACC156,6,2017-05-29 13:34:10
ACC353,75,2017-05-30 08:05:53
ACC164,25,2017-03-20 05:04:45
ACC453,69,2017-04-19 15:27:21
ACC318,89,2017-04-21 08:34:19
ACC230,83,2017-04-03 07:47:46
ACC309,67,2017-05-15 05:19:20
ACC432,55,2017-01-26 12:33:53
ACC164,77,2017-03-16 02:35:48
ACC158,30,2017-01-01 08:13:29
ACC163,75,2017-05-08 07:27:24
ACC495,51,2017-05-10 23:22:06
ACC303,25,2017-04-03 10:12:24
ACC413,55,2017-02-27 10:44:28
ACC366,93,2017-02-24 00:17:43
ACC494,29,2017-01-02 06:54:24
ACC437,6,2017-03-31 22:28:43
ACC371,93,2017-05-22 22:26:33
ACC393,4,2017-01-03 05:41:15
ACC429,59,2017-05-15 20:34:52
ACC123,70,2017-04-13 08:47:14
ACC458,18,2017-03-25 13:47:05
ACC265,65,2017-02-25 03:17:50
ACC477,86,2017-05-06 16:24:57
ACC239,94,2017-02-06 17:33:23
ACC114,63,2017-05-03 16:14:51
ACC461,35,2017-03-10 10:30:30
ACC344,23,2017-03-28 12:56:33
ACC477,72,2017-03-22 11:03:39
ACC186,84,2017-04-04 00:47:30
ACC240,17,2017-02-17 12:04:23
ACC322,52,2017-03-04 12:39:47
ACC326,18,2017-05-31 03:26:29
ACC398,79,2017-01-07 07:07:20
ACC426,93,2017-01-05 19:52:53
ACC256,5,2017-01-13 18:00:15
ACC260,58,2017-01-23 03:36:41
ACC458,14,2017-01-23 19:49:26
ACC278,5,2017-03-11 00:43:05
ACC261,83,2017-02-16 17:40:06
ACC303,31,2017-05-19 11:51:02
ACC206,58,2017-03-09 07:00:54
ACC207,15,2017-03-17 16:50:47
ACC416,78,2017-01-17 11:53:47
ACC283,84,2017-01-16 05:35:25
ACC222,94,2017-03-19 16:05:20
ACC210,15,2017-03-26 20:30:31
ACC393,9,2017-05-21 14:31:15
ACC102,86,2017-03-12 16:05:52
ACC411,20,2017-04-16 19:02:02
ACC485,85,2017-03-29 13:30:49
ACC419,7,2017-02-16 02:50:38
ACC461,12,2017-01-30 10:55:37
ACC418,33,2017-02-28 10:51:11
ACC458,69,2017-01-07 01:55:57
ACC354,44,2017-01-12 17:08:08
ACC410,6,2017-02-12 07:07:05
ACC178,45,2017-05-29 04:26:13
ACC382,66,2017-05-11 21:16:17
ACC119,91,2017-05-04 20:49:58
ACC197,54,2017-03-07 16:08:09
ACC261,12,2017-01-14 10:22:32
ACC446,22,2017-03-05 07:06:33
ACC319,20,2017-01-21 21:22:20
ACC460,42,2017-02-26 11:28:09
ACC359,42,2017-04-22 02:09:55
ACC354,58,2017-04-28 06:41:50
ACC363,19,2017-01-18 06:59:59
ACC493,42,2017-04-06 06:46:10
ACC496,43,2017-03-31 10:10:40
ACC493,14,2017-03-06 08:18:55
ACC112,84,2017-01-22 15:39:12
ACC365,30,2017-02-20 07:21:56
ACC228,25,2017-02-10 03:33:01
ACC424,16,2017-03-10 00:57:53
ACC443,65,2017-03-17 02:38:59
ACC496,24,2017-01-23 11:55:23
ACC428,29,2017-02-14 21:08:51
ACC148,56,2017-01-21 06:14:05
ACC314,19,2017-02-18 07:00:04
ACC483,38,2017-05-08 03:55:01
ACC455,48,2017-05-22 23:18:32
ACC226,87,2017-03-12 13:27:04
ACC287,63,2017-02-01 12:19:19
ACC398,40,2017-04-29 08:43:40
ACC324,70,2017-04-21 19:44:33
ACC492,26,2017-02-25 02:04:26
ACC164,13,2017-01-02 21:33:30
ACC138,79,2017-04-01 06:04:32
ACC396,30,2017-03-06 02:23:46
ACC294,82,2017-05-08 08:05:08
ACC285,87,2017-02-07 20:22:34
ACC330,91,2017-03-22 01:20:10
ACC335,58,2017-01-23 08:39:34
ACC313,90,2017-01-18 18:17:33
ACC493,71,2017-05-19 13:29:05
ACC430,43,2017-05-13 13:49:54
ACC496,43,2017-03-23 10:59:18
ACC350,63,2017-01-12 17:42:58
ACC179,27,2017-05-10 09:21:39
ACC209,94,2017-02-02 18:45:07
ACC358,33,2017-01-03 17:26:40
ACC158,5,2017-02-24 16:22:39
ACC484,55,2017-03-12 23:56:04
ACC481,17,2017-03-13 04:53:52
ACC268,69,2017-03-15 10:13:02
ACC444,69,2017-05-06 02:01:46
ACC260,39,2017-05-29 23:05:40
ACC453,77,2017-05-16 05:17:35
ACC349,99,2017-04-08 00:00:49
ACC229,68,2017-01-30 12:16:10
ACC423,10,2017-03-11 01:36:57
ACC449,15,2017-04-29 02:04:53
ACC351,58,2017-01-31 03:47:32
ACC146,28,2017-02-28 03:37:24
ACC373,5,2017-02-26 04:09:18
ACC185,43,2017-05-31 03:37:20
ACC230,56,2017-04-27 16:26:56
ACC407,20,2017-04-25 06:34:06
ACC357,47,2017-02-16 20:21:25
ACC336,71,2017-04-02 23:32:28
ACC353,31,2017-04-04 22:45:39
ACC231,2,2017-03-04 05:20:24
ACC244,3,2017-03-30 22:50:04
ACC300,79,2017-05-03 15:08:55
ACC276,30,2017-05-23 12:09:19
ACC306,62,2017-02-12 09:55:34
ACC312,75,2017-05-12 10:34:39
ACC182,31,2017-04-16 05:05:56
ACC316,94,2017-02-09 08:56:48
ACC304,24,2017-04-15 23:19:20
ACC392,56,2017-01-23 09:44:45
ACC288,92,2017-04-08 12:47:55
ACC262,6,2017-04-23 06:29:41
ACC302,14,2017-03-21 00:25:45
ACC128,6,2017-05-10 16:05:02
ACC165,50,2017-03-03 23:28:28
ACC212,79,2017-03-15 12:03:01
ACC228,93,2017-03-09 20:30:25
ACC107,24,2017-01-21 18:53:56
ACC486,27,2017-01-08 16:53:58
ACC315,62,2017-01-17 20:08:49
ACC305,88,2017-03-22 20:35:22
ACC422,81,2017-03-08 11:43:11
ACC259,13,2017-01-26 08:33:39
ACC201,99,2017-03-25 01:54:04
ACC362,2,2017-02-16 07:12:00
ACC407,31,2017-01-21 23:12:21
ACC499,25,2017-04-20 16:41:33
ACC157,45,2017-04-17 06:01:34
ACC355,7,2017-01-23 00:52:36
ACC248,93,2017-04-13 15:14:13
ACC114,57,2017-03-06 10:25:03
ACC166,16,2017-05-19 04:48:52
ACC132,76,2017-05-01 16:50:03
ACC308,16,2017-04-22 01:47:32
ACC359,71,2017-02-21 09:00:39
ACC285,16,2017-04-16 04:22:30
ACC227,33,2017-02-10 08:06:36
ACC427,41,2017-02-04 09:19:49
ACC303,46,2017-02-01 20:56:01
ACC374,62,2017-04-04 16:07:36
ACC264,70,2017-05-25 04:50:42
ACC424,12,2017-04-26 21:31:58
ACC107,73,2017-05-08 18:23:42
ACC130,92,2017-01-28 08:35:14
ACC284,4,2017-04-18 04:10:45
ACC237,88,2017-01-01 02:45:02
ACC211,78,2017-04-05 16:29:45
ACC392,52,2017-03-13 20:32:00
ACC407,35,2017-05-23 02:58:50
ACC271,72,2017-05-23 07:30:05
ACC309,57,2017-03-08 19:19:54
ACC103,64,2017-01-20 08:36:00
ACC298,32,2017-04-05 05:15:33
ACC454,27,2017-01-30 04:46:20
ACC437,77,2017-04-06 10:19:15
ACC389,79,2017-05-27 08:45:57
ACC286,6,2017-02-13 07:56:24
ACC145,51,2017-02-22 12:35:03
ACC181,32,2017-02-08 01:26:50
ACC123,33,2017-03-29 22:00:04
ACC430,34,2017-05-14 03:43:44
ACC184,53,2017-02-13 20:58:19
ACC189,23,2017-03-13 01:18:46
ACC424,85,2017-02-14 15:02:15
ACC239,56,2017-03-09 17:49:54
ACC211,96,2017-04-19 07:13:30
ACC297,17,2017-01-07 01:28:53
ACC489,99,2017-04-25 04:53:43
ACC284,33,2017-04-05 00:03:47
ACC230,80,2017-02-24 05:03:57
ACC385,5,2017-05-30 00:25:56
ACC375,89,2017-03-22 20:44:10
ACC356,11,2017-02-13 13:49:43
ACC227,47,2017-03-06 03:17:25
ACC265,92,2017-04-15 05:47:33
ACC161,76,2017-01-08 07:20:39
ACC341,78,2017-04-08 17:21:51
ACC146,41,2017-04-07 04:48:01
ACC284,64,2017-01-10 17:16:41
ACC474,29,2017-02-06 23:04:12
ACC164,29,2017-02-18 10:48:01
ACC321,22,2017-03-05 13:17:41
ACC157,98,2017-03-18 05:15:02
ACC225,34,2017-02-19 00:12:26
ACC187,23,2017-01-31 03:56:43
ACC184,60,2017-04-20 16:23:22
ACC371,15,2017-03-21 21:28:10
ACC257,24,2017-02-09 09:26:33
ACC245,48,2017-03-30 11:06:46
ACC108,34,2017-05-27 18:27:43
ACC119,87,2017-01-21 00:15:51
ACC414,55,2017-01-19 00:00:03
ACC302,70,2017-01-21 16:20:45
ACC471,98,2017-01-26 00:32:19
ACC449,91,2017-04-12 21:03:05
ACC329,10,2017-02-10 11:30:22
ACC426,44,2017-01-18 14:26:50
ACC329,32,2017-05-27 10:06:07
ACC363,81,2017-05-10 04:18:13
ACC167,70,2017-05-16 21:18:43
ACC403,17,2017-02-25 16:39:10
ACC456,71,2017-02-13 14:34:55
ACC246,93,2017-03-16 15:32:08
ACC198,62,2017-04-14 16:18:42
ACC279,71,2017-05-09 20:48:33
ACC186,77,2017-05-04 13:01:48
ACC389,94,2017-05-24 01:58:56
ACC136,79,2017-05-28 19:42:31
ACC274,18,2017-04-23 08:41:23
ACC129,4,2017-03-01 14:03:28
ACC121,10,2017-02-11 23:45:46
ACC346,63,2017-04-28 00:16:44
ACC256,71,2017-01-26 15:14:34
ACC365,92,2017-03-11 21:55:24
ACC445,21,2017-01-22 16:59:42
ACC176,50,2017-04-09 11:30:10
ACC247,17,2017-01-15 22:31:53
ACC464,43,2017-05-05 11:57:53
ACC347,5,2017-03-01 17:16:59
ACC205,83,2017-04-23 17:53:39
ACC350,19,2017-03-05 08:06:24
ACC348,77,2017-03-30 12:11:04
ACC417,25,2017-04-20 05:39:10
ACC396,13,2017-03-30 11:49:36
ACC282,69,2017-05-13 05:41:27
ACC465,54,2017-03-25 08:14:38
ACC315,5,2017-05-16 18:58:51
ACC202,46,2017-05-05 12:40:07
ACC105,91,2017-01-09 00:38:06
ACC416,12,2017-01-07 03:25:35
ACC350,95,2017-04-01 09:58:41
ACC141,89,2017-03-24 21:26:19
ACC378,51,2017-02-25 20:22:37
ACC212,32,2017-02-14 00:01:08
ACC366,9,2017-03-02 08:42:22
ACC452,75,2017-02-20 16:29:57
ACC133,8,2017-01-05 01:52:18
ACC349,56,2017-05-17 02:59:27
ACC330,29,2017-04-19 05:34:49
ACC107,53,2017-01-18 08:02:20
ACC159,47,2017-03-17 17:49:30
ACC447,10,2017-01-09 09:46:05
ACC318,86,2017-02-24 09:02:36
ACC343,19,2017-02-24 09:48:33
ACC322,42,2017-04-06 10:31:02
ACC464,61,2017-03-30 17:57:26
ACC431,65,2017-04-30 01:15:01
ACC423,95,2017-01-28 16:53:34
ACC433,40,2017-02-21 04:03:13
ACC188,73,2017-04-30 12:38:10
ACC323,56,2017-05-14 04:47:44
ACC112,55,2017-03-13 00:55:14
ACC133,75,2017-05-27 20:54:09
ACC168,93,2017-05-01 08:46:50
ACC367,84,2017-02-28 17:23:18
ACC234,91,2017-03-31 03:00:47
ACC159,37,2017-03-11 11:00:08
ACC133,28,2017-04-02 01:53:46
ACC173,52,2017-05-12 04:13:27
ACC332,78,2017-03-08 23:53:08
ACC268,84,2017-01-22 07:56:12
ACC275,83,2017-03-28 07:57:37
ACC274,76,2017-05-30 22:35:51
ACC287,16,2017-05-11 04:06:41
ACC460,28,2017-05-01 02:19:07
ACC202,53,2017-05-03 13:48:15
ACC378,10,2017-02-23 03:01:39
ACC383,19,2017-05-07 16:02:34
ACC120,78,2017-04-04 00:38:54
ACC426,72,2017-04-12 03:29:16
ACC265,90,2017-01-10 03:50:28
ACC100,28,2017-02-03 14:05:54
ACC275,64,2017-04-18 16:00:06
ACC492,71,2017-02-19 11:14:52
ACC349,30,2017-04-05 17:26:41
ACC438,38,2017-03-29 11:44:47
ACC350,31,2017-05-17 10:43:57
ACC399,45,2017-04-01 05:08:25
ACC469,44,2017-01-30 05:10:53
ACC470,98,2017-03-30 15:34:47
ACC428,23,2017-03-14 09:58:12
ACC396,42,2017-03-13 10:21:01
ACC167,88,2017-04-27 03:27:06
ACC146,86,2017-03-14 20:36:02
ACC358,9,2017-04-06 12:27:44
ACC133,38,2017-05-14 09:24:53
ACC116,77,2017-02-12 13:50:49
ACC418,71,2017-03-30 07:58:57
ACC470,36,2017-03-15 01:23:04
ACC219,13,2017-01-24 19:32:11
ACC165,43,2017-03-05 15:38:14
ACC152,31,2017-02-10 10:08:55
ACC183,95,2017-04-02 22:10:10
ACC397,91,2017-04-18 12:02:04
ACC232,1,2017-04-09 00:29:37
ACC482,27,2017-03-30 10:26:18
ACC182,57,2017-01-26 14:39:20
ACC259,96,2017-05-03 13:34:26
ACC201,9,2017-05-22 05:09:52
ACC318,4,2017-04-22 11:45:59
ACC485,93,2017-02-28 18:49:41
ACC175,75,2017-01-18 17:45:09
ACC326,24,2017-02-20 11:44:55
ACC407,75,2017-01-21 12:27:54
ACC202,37,2017-05-25 14:04:46
ACC328,31,2017-05-03 17:35:42
ACC222,79,2017-03-17 11:14:45
ACC455,84,2017-05-06 15:50:57
ACC390,27,2017-05-07 09:20:23
ACC323,80,2017-02-26 21:12:20
ACC274,43,2017-04-23 02:18:38
ACC135,69,2017-01-01 06:02:59
ACC284,94,2017-03-09 00:27:04
ACC222,41,2017-03-24 14:06:22
ACC437,27,2017-05-25 08:49:23
ACC345,55,2017-02-08 16:48:08
ACC347,25,2017-05-21 21:18:06
ACC339,78,2017-03-25 00:54:48
ACC179,90,2017-01-02 11:00:24
ACC188,19,2017-05-20 13:46:19
ACC332,59,2017-04-13 20:24:31
ACC362,67,2017-02-08 17:03:25
ACC406,38,2017-02-02 14:13:51
ACC420,98,2017-03-29 22:35:23
ACC225,33,2017-01-07 05:07:05
ACC106,66,2017-01-10 05:30:41
ACC226,94,2017-05-20 10:21:54
ACC400,85,2017-02-04 13:03:22
ACC287,89,2017-04-16 10:51:39
ACC230,73,2017-02-01 07:46:31
ACC427,90,2017-05-22 21:29:51
ACC440,78,2017-02-03 16:42:10
ACC182,33,2017-05-11 08:47:20
ACC299,19,2017-05-03 04:49:21
ACC137,65,2017-05-10 09:46:39
ACC360,18,2017-03-09 05:29:31
ACC158,20,2017-01-03 10:05:04
ACC172,23,2017-03-20 18:24:54
ACC376,19,2017-03-05 16:00:42
ACC109,37,2017-01-16 22:26:05
ACC493,24,2017-01-16 00:31:03
ACC176,58,2017-03-26 21:15:18
ACC159,45,2017-02-27 21:38:35
ACC405,90,2017-01-24 12:16:53
ACC220,77,2017-03-04 20:49:43
ACC330,63,2017-03-20 08:32:50
ACC448,50,2017-03-05 02:18:09
ACC359,4,2017-02-13 18:14:46
ACC492,66,2017-05-28 10:07:32
ACC475,2,2017-03-18 12:07:57
ACC164,56,2017-01-06 04:39:29
ACC244,80,2017-05-09 22:11:50
ACC115,28,2017-04-05 14:55:56
ACC238,47,2017-01-08 05:45:18
ACC250,12,2017-02-05 12:30:50
ACC145,81,2017-05-07 16:30:59
ACC347,45,2017-02-19 16:44:24
ACC232,8,2017-03-01 23:51:49
ACC173,77,2017-02-14 07:29:08
ACC295,47,2017-03-19 04:17:48
ACC149,21,2017-03-26 23:14:09
ACC156,76,2017-02-12 07:26:43
ACC499,99,2017-05-09 10:54:06
ACC311,54,2017-04-04 11:50:05
ACC365,94,2017-03-27 00:00:59
ACC410,70,2017-05-06 01:43:06
ACC262,36,2017-03-29 23:49:59
ACC185,71,2017-01-22 19:32:23
ACC472,29,2017-01-05 05:14:27
ACC285,55,2017-03-07 01:37:47
ACC383,79,2017-03-04 10:47:41
ACC239,39,2017-03-03 22:31:11
ACC429,23,2017-03-24 12:54:07
ACC230,89,2017-05-08 12:44:02
ACC400,66,2017-02-13 18:03:32
ACC247,31,2017-02-24 00:19:56
ACC414,60,2017-01-20 02:26:27
ACC387,84,2017-01-06 09:03:22
ACC169,89,2017-05-27 03:03:47
ACC455,66,2017-04-10 10:28:32
ACC321,25,2017-05-16 09:02:57
ACC114,86,2017-05-30 02:44:27
ACC329,46,2017-05-19 12:57:01
ACC341,65,2017-05-13 12:32:14
ACC353,54,2017-05-31 09:18:14
ACC422,8,2017-01-11 06:10:59
ACC202,12,2017-05-16 06:26:34
ACC344,21,2017-04-03 04:22:40
ACC290,68,2017-05-16 10:57:09
ACC142,40,2017-04-19 18:54:37
ACC333,77,2017-01-30 12:14:06
ACC111,7,2017-05-18 00:44:12
ACC103,50,2017-05-22 04:59:38
ACC476,77,2017-02-28 21:59:38
ACC122,12,2017-05-18 23:05:42
ACC375,14,2017-01-14 20:50:49
ACC211,14,2017-05-09 04:38:14
ACC257,33,2017-04-01 00:39:09
ACC238,48,2017-04-13 01:16:16
ACC441,49,2017-02-03 10:39:00
ACC318,86,2017-04-26 23:10:05
ACC312,44,2017-01-15 22:53:30
ACC144,6,2017-02-12 12:12:14
ACC171,69,2017-04-18 18:27:12
ACC490,64,2017-02-21 12:24:31
ACC342,83,2017-04-10 02:35:45
ACC468,29,2017-04-12 07:41:54
ACC491,98,2017-04-10 08:58:14
ACC203,5,2017-01-10 12:08:41
ACC150,57,2017-05-18 23:58:07
ACC476,5,2017-03-16 20:30:32
ACC355,77,2017-03-29 14:22:10
ACC451,26,2017-02-24 10:07:56
ACC261,12,2017-04-20 14:11:15
ACC446,93,2017-02-10 13:05:43
ACC248,14,2017-04-16 02:05:18
ACC106,85,2017-02-09 20:27:53
ACC202,90,2017-01-03 02:50:36
ACC426,12,2017-02-28 20:10:37
ACC243,29,2017-03-20 15:00:52
ACC352,13,2017-01-19 06:40:54
ACC185,4,2017-04-14 23:07:20
ACC248,90,2017-03-04 21:58:48
ACC168,76,2017-05-20 17:46:18
ACC183,62,2017-04-04 08:07:53
ACC174,63,2017-02-16 21:38:01
